_id,metric_name,report_group,calendar_year,kpi_count,geo_area_name
1012697,Jail Population,Community Trends,2022,22,Upper Hill
1012698,Jail Population,Community Trends,2023,26,Upper Hill
1012699,Jail Population,Community Trends,2024,32,Upper Hill
1012700,Jail Population,Community Trends,2025,26,Upper Hill
1012701,Jail Population,Community Trends,2020,16,Upper Lawrenceville
1012702,Jail Population,Community Trends,2021,23,Upper Lawrenceville
1012703,Jail Population,Community Trends,2022,15,Upper Lawrenceville
1012704,Jail Population,Community Trends,2023,24,Upper Lawrenceville
1012705,Jail Population,Community Trends,2024,18,Upper Lawrenceville
1012706,Jail Population,Community Trends,2025,23,Upper Lawrenceville
1012707,Jail Population,Community Trends,2020,,West End
1012708,Jail Population,Community Trends,2021,,West End
1012709,Jail Population,Community Trends,2022,,West End
1012710,Jail Population,Community Trends,2023,,West End
1012711,Jail Population,Community Trends,2024,,West End
1012712,Jail Population,Community Trends,2025,,West End
1012713,Jail Population,Community Trends,2020,24,West Oakland
1012714,Jail Population,Community Trends,2021,18,West Oakland
1012715,Jail Population,Community Trends,2022,12,West Oakland
1012716,Jail Population,Community Trends,2023,10,West Oakland
1012717,Jail Population,Community Trends,2024,12,West Oakland
1012718,Jail Population,Community Trends,2025,12,West Oakland
1012719,Jail Population,Community Trends,2020,8,Westwood
1012720,Jail Population,Community Trends,2021,13,Westwood
1012721,Jail Population,Community Trends,2022,18,Westwood
1012722,Jail Population,Community Trends,2023,7,Westwood
1012723,Jail Population,Community Trends,2024,15,Westwood
1012724,Jail Population,Community Trends,2025,7,Westwood
1012725,Jail Population,Community Trends,2020,29,Windgap
1012726,Jail Population,Community Trends,2021,15,Windgap
1012727,Jail Population,Community Trends,2022,16,Windgap
1012728,Jail Population,Community Trends,2023,17,Windgap
1012729,Jail Population,Community Trends,2024,15,Windgap
1012730,Jail Population,Community Trends,2025,16,Windgap
1012731,Jail Population,Community Trends,2020,,X-Unassigned
1012732,Jail Population,Community Trends,2021,,X-Unassigned
1012733,Jail Population,Community Trends,2022,,X-Unassigned
1012734,Jail Population,Community Trends,2023,,X-Unassigned
1012735,Jail Population,Community Trends,2024,,X-Unassigned
1012736,Jail Population,Community Trends,2025,,X-Unassigned
1012737,Homicides,Community Trends,2020,,Allegheny Center
1012738,Homicides,Community Trends,2021,,Allegheny Center
1012739,Homicides,Community Trends,2022,,Allegheny Center
1012740,Homicides,Community Trends,2023,,Allegheny Center
1012741,Homicides,Community Trends,2024,,Allegheny Center
1012742,Homicides,Community Trends,2025,,Allegheny Center
1012743,Homicides,Community Trends,2020,,Allentown
1012744,Homicides,Community Trends,2021,,Allentown
1012745,Homicides,Community Trends,2022,,Allentown
1012746,Homicides,Community Trends,2023,,Allentown
1012747,Homicides,Community Trends,2024,,Allentown
1012748,Homicides,Community Trends,2025,,Allentown
1012749,Homicides,Community Trends,2020,,Arlington
1012750,Homicides,Community Trends,2021,,Arlington
1012751,Homicides,Community Trends,2022,,Arlington
1012752,Homicides,Community Trends,2023,,Arlington
1012753,Homicides,Community Trends,2024,,Arlington
1012754,Homicides,Community Trends,2025,,Arlington
1012755,Homicides,Community Trends,2020,,Arlington Heights
1012756,Homicides,Community Trends,2021,,Arlington Heights
1012757,Homicides,Community Trends,2022,,Arlington Heights
1012758,Homicides,Community Trends,2023,,Arlington Heights
1012759,Homicides,Community Trends,2024,,Arlington Heights
1012760,Homicides,Community Trends,2025,,Arlington Heights
1012761,Homicides,Community Trends,2020,,Bedford Dwellings
1012762,Homicides,Community Trends,2021,,Bedford Dwellings
1012763,Homicides,Community Trends,2022,,Bedford Dwellings
1012764,Homicides,Community Trends,2023,,Bedford Dwellings
1012765,Homicides,Community Trends,2024,,Bedford Dwellings
1012766,Homicides,Community Trends,2025,,Bedford Dwellings
1012767,Homicides,Community Trends,2020,,Beechview
1012768,Homicides,Community Trends,2021,,Beechview
1012769,Homicides,Community Trends,2022,,Beechview
1012770,Homicides,Community Trends,2023,,Beechview
1012771,Homicides,Community Trends,2024,,Beechview
1012772,Homicides,Community Trends,2025,,Beechview
1012773,Homicides,Community Trends,2020,,Beltzhoover
1012774,Homicides,Community Trends,2021,,Beltzhoover
1012775,Homicides,Community Trends,2022,,Beltzhoover
1012776,Homicides,Community Trends,2023,,Beltzhoover
1012777,Homicides,Community Trends,2024,,Beltzhoover
1012778,Homicides,Community Trends,2025,,Beltzhoover
1012779,Homicides,Community Trends,2020,,Bloomfield
1012780,Homicides,Community Trends,2021,,Bloomfield
1012781,Homicides,Community Trends,2022,,Bloomfield
1012782,Homicides,Community Trends,2023,,Bloomfield
1012783,Homicides,Community Trends,2024,,Bloomfield
1012784,Homicides,Community Trends,2025,,Bloomfield
1012785,Homicides,Community Trends,2020,,Bluff
1012786,Homicides,Community Trends,2021,,Bluff
1012787,Homicides,Community Trends,2022,,Bluff
1012788,Homicides,Community Trends,2023,,Bluff
1012789,Homicides,Community Trends,2024,,Bluff
1012790,Homicides,Community Trends,2025,,Bluff
1012791,Homicides,Community Trends,2020,,Bon Air
1012792,Homicides,Community Trends,2021,,Bon Air
1012793,Homicides,Community Trends,2022,,Bon Air
1012794,Homicides,Community Trends,2023,,Bon Air
1012795,Homicides,Community Trends,2024,,Bon Air
1012796,Homicides,Community Trends,2025,,Bon Air
1012797,Homicides,Community Trends,2020,,Brighton Heights
1012798,Homicides,Community Trends,2021,,Brighton Heights
1012799,Homicides,Community Trends,2022,,Brighton Heights
1012800,Homicides,Community Trends,2023,,Brighton Heights
1012801,Homicides,Community Trends,2024,,Brighton Heights
1012802,Homicides,Community Trends,2025,,Brighton Heights
1012803,Homicides,Community Trends,2020,,Brookline
1012804,Homicides,Community Trends,2021,,Brookline
1012805,Homicides,Community Trends,2022,,Brookline
1012806,Homicides,Community Trends,2023,,Brookline
1012807,Homicides,Community Trends,2024,,Brookline
1012808,Homicides,Community Trends,2025,,Brookline
1012809,Homicides,Community Trends,2020,,California-Kirkbride
1012810,Homicides,Community Trends,2021,,California-Kirkbride
1012811,Homicides,Community Trends,2022,,California-Kirkbride
1012812,Homicides,Community Trends,2023,,California-Kirkbride
1012813,Homicides,Community Trends,2024,,California-Kirkbride
1012814,Homicides,Community Trends,2025,,California-Kirkbride
1012815,Homicides,Community Trends,2020,,Carrick
1012816,Homicides,Community Trends,2021,,Carrick
1012817,Homicides,Community Trends,2022,,Carrick
1012818,Homicides,Community Trends,2023,,Carrick
1012819,Homicides,Community Trends,2024,6,Carrick
1012820,Homicides,Community Trends,2025,,Carrick
1012821,Homicides,Community Trends,2020,,Central Lawrenceville
1012822,Homicides,Community Trends,2021,,Central Lawrenceville
1012823,Homicides,Community Trends,2022,,Central Lawrenceville
1012824,Homicides,Community Trends,2023,,Central Lawrenceville
1012825,Homicides,Community Trends,2024,,Central Lawrenceville
1012826,Homicides,Community Trends,2025,,Central Lawrenceville
1012827,Homicides,Community Trends,2020,,Central Northside
1012828,Homicides,Community Trends,2021,,Central Northside
1012829,Homicides,Community Trends,2022,,Central Northside
1012830,Homicides,Community Trends,2023,,Central Northside
1012831,Homicides,Community Trends,2024,,Central Northside
1012832,Homicides,Community Trends,2025,,Central Northside
1012833,Homicides,Community Trends,2020,,Central Oakland
1012834,Homicides,Community Trends,2021,,Central Oakland
1012835,Homicides,Community Trends,2022,,Central Oakland
1012836,Homicides,Community Trends,2023,,Central Oakland
1012837,Homicides,Community Trends,2024,,Central Oakland
1012838,Homicides,Community Trends,2025,,Central Oakland
1012839,Homicides,Community Trends,2020,,Chartiers City
1012840,Homicides,Community Trends,2021,,Chartiers City
1012841,Homicides,Community Trends,2022,,Chartiers City
1012842,Homicides,Community Trends,2023,,Chartiers City
1012843,Homicides,Community Trends,2024,,Chartiers City
1012844,Homicides,Community Trends,2025,,Chartiers City
1012845,Homicides,Community Trends,2020,,Crafton Heights
1012846,Homicides,Community Trends,2021,,Crafton Heights
1012847,Homicides,Community Trends,2022,,Crafton Heights
1012848,Homicides,Community Trends,2023,,Crafton Heights
1012849,Homicides,Community Trends,2024,,Crafton Heights
1012850,Homicides,Community Trends,2025,,Crafton Heights
1012851,Homicides,Community Trends,2020,,Crawford-Roberts
1012852,Homicides,Community Trends,2021,,Crawford-Roberts
1012853,Homicides,Community Trends,2022,,Crawford-Roberts
1012854,Homicides,Community Trends,2023,,Crawford-Roberts
1012855,Homicides,Community Trends,2024,,Crawford-Roberts
1012856,Homicides,Community Trends,2025,,Crawford-Roberts
1012857,Homicides,Community Trends,2020,,Duquesne Heights
1012858,Homicides,Community Trends,2021,,Duquesne Heights
1012859,Homicides,Community Trends,2022,,Duquesne Heights
1012860,Homicides,Community Trends,2023,,Duquesne Heights
1012861,Homicides,Community Trends,2024,,Duquesne Heights
1012862,Homicides,Community Trends,2025,,Duquesne Heights
1012863,Homicides,Community Trends,2020,,East Allegheny
1012864,Homicides,Community Trends,2021,,East Allegheny
1012865,Homicides,Community Trends,2022,,East Allegheny
1012866,Homicides,Community Trends,2023,,East Allegheny
1012867,Homicides,Community Trends,2024,,East Allegheny
1012868,Homicides,Community Trends,2025,,East Allegheny
1012869,Homicides,Community Trends,2020,,East Carnegie
1012870,Homicides,Community Trends,2021,,East Carnegie
1012871,Homicides,Community Trends,2022,,East Carnegie
1012872,Homicides,Community Trends,2023,,East Carnegie
1012873,Homicides,Community Trends,2024,,East Carnegie
1012874,Homicides,Community Trends,2025,,East Carnegie
1012875,Homicides,Community Trends,2020,,East Hills
1012876,Homicides,Community Trends,2021,,East Hills
1012877,Homicides,Community Trends,2022,6,East Hills
1012878,Homicides,Community Trends,2023,,East Hills
1012879,Homicides,Community Trends,2024,,East Hills
1012880,Homicides,Community Trends,2025,,East Hills
1012881,Homicides,Community Trends,2020,,East Liberty
1012882,Homicides,Community Trends,2021,,East Liberty
1012883,Homicides,Community Trends,2022,,East Liberty
1012884,Homicides,Community Trends,2023,,East Liberty
1012885,Homicides,Community Trends,2024,,East Liberty
1012886,Homicides,Community Trends,2025,,East Liberty
1012887,Homicides,Community Trends,2020,,Elliott
1012888,Homicides,Community Trends,2021,,Elliott
1012889,Homicides,Community Trends,2022,,Elliott
1012890,Homicides,Community Trends,2023,,Elliott
1012891,Homicides,Community Trends,2024,,Elliott
1012892,Homicides,Community Trends,2025,,Elliott
1012893,Homicides,Community Trends,2020,,Esplen
1012894,Homicides,Community Trends,2021,,Esplen
1012895,Homicides,Community Trends,2022,,Esplen
1012896,Homicides,Community Trends,2023,,Esplen
1012897,Homicides,Community Trends,2024,,Esplen
1012898,Homicides,Community Trends,2025,,Esplen
1012899,Homicides,Community Trends,2020,,Fairywood
1012900,Homicides,Community Trends,2021,,Fairywood
1012901,Homicides,Community Trends,2022,,Fairywood
1012902,Homicides,Community Trends,2023,,Fairywood
1012903,Homicides,Community Trends,2024,,Fairywood
1012904,Homicides,Community Trends,2025,,Fairywood
1012905,Homicides,Community Trends,2020,,Fineview
1012906,Homicides,Community Trends,2021,,Fineview
1012907,Homicides,Community Trends,2022,,Fineview
1012908,Homicides,Community Trends,2023,,Fineview
1012909,Homicides,Community Trends,2024,,Fineview
1012910,Homicides,Community Trends,2025,,Fineview
1012911,Homicides,Community Trends,2020,,Friendship
1012912,Homicides,Community Trends,2021,,Friendship
1012913,Homicides,Community Trends,2022,,Friendship
1012914,Homicides,Community Trends,2023,,Friendship
1012915,Homicides,Community Trends,2024,,Friendship
1012916,Homicides,Community Trends,2025,,Friendship
1012917,Homicides,Community Trends,2020,,Garfield
1012918,Homicides,Community Trends,2021,,Garfield
1012919,Homicides,Community Trends,2022,,Garfield
1012920,Homicides,Community Trends,2023,,Garfield
1012921,Homicides,Community Trends,2024,,Garfield
1012922,Homicides,Community Trends,2025,,Garfield
1012923,Homicides,Community Trends,2020,,Glen Hazel
1012924,Homicides,Community Trends,2021,,Glen Hazel
1012925,Homicides,Community Trends,2022,,Glen Hazel
1012926,Homicides,Community Trends,2023,,Glen Hazel
1012927,Homicides,Community Trends,2024,,Glen Hazel
1012928,Homicides,Community Trends,2025,,Glen Hazel
1012929,Homicides,Community Trends,2020,,Golden Triangle
1012930,Homicides,Community Trends,2021,,Golden Triangle
1012931,Homicides,Community Trends,2022,,Golden Triangle
1012932,Homicides,Community Trends,2023,,Golden Triangle
1012933,Homicides,Community Trends,2024,,Golden Triangle
1012934,Homicides,Community Trends,2025,,Golden Triangle
1012935,Homicides,Community Trends,2020,,Greenfield
1012936,Homicides,Community Trends,2021,,Greenfield
1012937,Homicides,Community Trends,2022,,Greenfield
1012938,Homicides,Community Trends,2023,,Greenfield
1012939,Homicides,Community Trends,2024,,Greenfield
1012940,Homicides,Community Trends,2025,,Greenfield
1012941,Homicides,Community Trends,2020,,Hazelwood
1012942,Homicides,Community Trends,2021,,Hazelwood
1012943,Homicides,Community Trends,2022,,Hazelwood
1012944,Homicides,Community Trends,2023,,Hazelwood
1012945,Homicides,Community Trends,2024,,Hazelwood
1012946,Homicides,Community Trends,2025,,Hazelwood
1012947,Homicides,Community Trends,2020,,Highland Park
1012948,Homicides,Community Trends,2021,,Highland Park
1012949,Homicides,Community Trends,2022,,Highland Park
1012950,Homicides,Community Trends,2023,,Highland Park
1012951,Homicides,Community Trends,2024,,Highland Park
1012952,Homicides,Community Trends,2025,,Highland Park
1012953,Homicides,Community Trends,2020,,Homewood North
1012954,Homicides,Community Trends,2021,,Homewood North
1012955,Homicides,Community Trends,2022,,Homewood North
1012956,Homicides,Community Trends,2023,,Homewood North
1012957,Homicides,Community Trends,2024,,Homewood North
1012958,Homicides,Community Trends,2025,,Homewood North
1012959,Homicides,Community Trends,2020,,Homewood South
1012960,Homicides,Community Trends,2021,6,Homewood South
1012961,Homicides,Community Trends,2022,,Homewood South
1012962,Homicides,Community Trends,2023,,Homewood South
1012963,Homicides,Community Trends,2024,,Homewood South
1012964,Homicides,Community Trends,2025,,Homewood South
1012965,Homicides,Community Trends,2020,,Homewood West
1012966,Homicides,Community Trends,2021,,Homewood West
1012967,Homicides,Community Trends,2022,,Homewood West
1012968,Homicides,Community Trends,2023,,Homewood West
1012969,Homicides,Community Trends,2024,,Homewood West
1012970,Homicides,Community Trends,2025,,Homewood West
1012971,Homicides,Community Trends,2020,,Knoxville
1012972,Homicides,Community Trends,2021,,Knoxville
1012973,Homicides,Community Trends,2022,,Knoxville
1012974,Homicides,Community Trends,2023,,Knoxville
1012975,Homicides,Community Trends,2024,,Knoxville
1012976,Homicides,Community Trends,2025,,Knoxville
1012977,Homicides,Community Trends,2020,,Larimer
1012978,Homicides,Community Trends,2021,,Larimer
1012979,Homicides,Community Trends,2022,,Larimer
1012980,Homicides,Community Trends,2023,,Larimer
1012981,Homicides,Community Trends,2024,,Larimer
1012982,Homicides,Community Trends,2025,,Larimer
1012983,Homicides,Community Trends,2020,,Lincoln Place
1012984,Homicides,Community Trends,2021,,Lincoln Place
1012985,Homicides,Community Trends,2022,,Lincoln Place
1012986,Homicides,Community Trends,2023,,Lincoln Place
1012987,Homicides,Community Trends,2024,,Lincoln Place
1012988,Homicides,Community Trends,2025,,Lincoln Place
1012989,Homicides,Community Trends,2020,,Lincoln-Lemington-Belmar
1012990,Homicides,Community Trends,2021,,Lincoln-Lemington-Belmar
1012991,Homicides,Community Trends,2022,,Lincoln-Lemington-Belmar
1012992,Homicides,Community Trends,2023,,Lincoln-Lemington-Belmar
1012993,Homicides,Community Trends,2024,,Lincoln-Lemington-Belmar
1012994,Homicides,Community Trends,2025,,Lincoln-Lemington-Belmar
1012995,Homicides,Community Trends,2020,,Lower Lawrenceville
1012996,Homicides,Community Trends,2021,,Lower Lawrenceville
1012997,Homicides,Community Trends,2022,,Lower Lawrenceville
1012998,Homicides,Community Trends,2023,,Lower Lawrenceville
1012999,Homicides,Community Trends,2024,,Lower Lawrenceville
1013000,Homicides,Community Trends,2025,,Lower Lawrenceville
1013001,Homicides,Community Trends,2020,,Manchester
1013002,Homicides,Community Trends,2021,,Manchester
1013003,Homicides,Community Trends,2022,,Manchester
1013004,Homicides,Community Trends,2023,,Manchester
1013005,Homicides,Community Trends,2024,,Manchester
1013006,Homicides,Community Trends,2025,,Manchester
1013007,Homicides,Community Trends,2020,,Marshall-Shadeland
1013008,Homicides,Community Trends,2021,6,Marshall-Shadeland
1013009,Homicides,Community Trends,2022,,Marshall-Shadeland
1013010,Homicides,Community Trends,2023,,Marshall-Shadeland
1013011,Homicides,Community Trends,2024,,Marshall-Shadeland
1013012,Homicides,Community Trends,2025,,Marshall-Shadeland
1013013,Homicides,Community Trends,2020,,Middle Hill
1013014,Homicides,Community Trends,2021,,Middle Hill
1013015,Homicides,Community Trends,2022,,Middle Hill
1013016,Homicides,Community Trends,2023,,Middle Hill
1013017,Homicides,Community Trends,2024,,Middle Hill
1013018,Homicides,Community Trends,2025,,Middle Hill
1013019,Homicides,Community Trends,2020,,Morningside
1013020,Homicides,Community Trends,2021,,Morningside
1013021,Homicides,Community Trends,2022,,Morningside
1013022,Homicides,Community Trends,2023,,Morningside
1013023,Homicides,Community Trends,2024,,Morningside
1013024,Homicides,Community Trends,2025,,Morningside
1013025,Homicides,Community Trends,2020,,Mount Oliver
1013026,Homicides,Community Trends,2021,,Mount Oliver
1013027,Homicides,Community Trends,2022,,Mount Oliver
1013028,Homicides,Community Trends,2023,,Mount Oliver
1013029,Homicides,Community Trends,2024,,Mount Oliver
1013030,Homicides,Community Trends,2025,,Mount Oliver
1013031,Homicides,Community Trends,2020,,Mount Washington
1013032,Homicides,Community Trends,2021,,Mount Washington
1013033,Homicides,Community Trends,2022,,Mount Washington
1013034,Homicides,Community Trends,2023,,Mount Washington
1013035,Homicides,Community Trends,2024,,Mount Washington
1013036,Homicides,Community Trends,2025,,Mount Washington
1013037,Homicides,Community Trends,2020,,North Oakland
1013038,Homicides,Community Trends,2021,,North Oakland
1013039,Homicides,Community Trends,2022,,North Oakland
1013040,Homicides,Community Trends,2023,,North Oakland
1013041,Homicides,Community Trends,2024,,North Oakland
1013042,Homicides,Community Trends,2025,,North Oakland
1013043,Homicides,Community Trends,2020,,Northview Heights
1013044,Homicides,Community Trends,2021,,Northview Heights
1013045,Homicides,Community Trends,2022,,Northview Heights
1013046,Homicides,Community Trends,2023,,Northview Heights
1013047,Homicides,Community Trends,2024,,Northview Heights
1013048,Homicides,Community Trends,2025,,Northview Heights
1013049,Homicides,Community Trends,2020,,Overbrook
1013050,Homicides,Community Trends,2021,,Overbrook
1013051,Homicides,Community Trends,2022,,Overbrook
1013052,Homicides,Community Trends,2023,,Overbrook
1013053,Homicides,Community Trends,2024,,Overbrook
1013054,Homicides,Community Trends,2025,,Overbrook
1013055,Homicides,Community Trends,2020,,Perry North
1013056,Homicides,Community Trends,2021,,Perry North
1013057,Homicides,Community Trends,2022,,Perry North
1013058,Homicides,Community Trends,2023,,Perry North
1013059,Homicides,Community Trends,2024,,Perry North
1013060,Homicides,Community Trends,2025,,Perry North
1013061,Homicides,Community Trends,2020,,Perry South
1013062,Homicides,Community Trends,2021,,Perry South
1013063,Homicides,Community Trends,2022,,Perry South
1013064,Homicides,Community Trends,2023,,Perry South
1013065,Homicides,Community Trends,2024,,Perry South
1013066,Homicides,Community Trends,2025,,Perry South
1013067,Homicides,Community Trends,2020,,Point Breeze
1013068,Homicides,Community Trends,2021,,Point Breeze
1013069,Homicides,Community Trends,2022,,Point Breeze
1013070,Homicides,Community Trends,2023,,Point Breeze
1013071,Homicides,Community Trends,2024,,Point Breeze
1013072,Homicides,Community Trends,2025,,Point Breeze
1013073,Homicides,Community Trends,2020,,Point Breeze North
1013074,Homicides,Community Trends,2021,,Point Breeze North
1013075,Homicides,Community Trends,2022,,Point Breeze North
1013076,Homicides,Community Trends,2023,,Point Breeze North
1013077,Homicides,Community Trends,2024,,Point Breeze North
1013078,Homicides,Community Trends,2025,,Point Breeze North
1013079,Homicides,Community Trends,2020,,Polish Hill
1013080,Homicides,Community Trends,2021,,Polish Hill
1013081,Homicides,Community Trends,2022,,Polish Hill
1013082,Homicides,Community Trends,2023,,Polish Hill
1013083,Homicides,Community Trends,2024,,Polish Hill
1013084,Homicides,Community Trends,2025,,Polish Hill
1013085,Homicides,Community Trends,2020,,Ridgemont
1013086,Homicides,Community Trends,2021,,Ridgemont
1013087,Homicides,Community Trends,2022,,Ridgemont
1013088,Homicides,Community Trends,2023,,Ridgemont
1013089,Homicides,Community Trends,2024,,Ridgemont
1013090,Homicides,Community Trends,2025,,Ridgemont
1013091,Homicides,Community Trends,2020,,Saint Clair
1013092,Homicides,Community Trends,2021,,Saint Clair
1013093,Homicides,Community Trends,2022,,Saint Clair
1013094,Homicides,Community Trends,2023,,Saint Clair
1013095,Homicides,Community Trends,2024,,Saint Clair
1013096,Homicides,Community Trends,2025,,Saint Clair
1013097,Homicides,Community Trends,2020,,Shadyside
1013098,Homicides,Community Trends,2021,,Shadyside
1013099,Homicides,Community Trends,2022,,Shadyside
1013100,Homicides,Community Trends,2023,,Shadyside
1013101,Homicides,Community Trends,2024,,Shadyside
1013102,Homicides,Community Trends,2025,,Shadyside
1013103,Homicides,Community Trends,2020,,Sheraden
1013104,Homicides,Community Trends,2021,,Sheraden
1013105,Homicides,Community Trends,2022,6,Sheraden
1013106,Homicides,Community Trends,2023,,Sheraden
1013107,Homicides,Community Trends,2024,,Sheraden
1013108,Homicides,Community Trends,2025,,Sheraden
1013109,Homicides,Community Trends,2020,,South Oakland
1013110,Homicides,Community Trends,2021,,South Oakland
1013111,Homicides,Community Trends,2022,,South Oakland
1013112,Homicides,Community Trends,2023,,South Oakland
1013113,Homicides,Community Trends,2024,,South Oakland
1013114,Homicides,Community Trends,2025,,South Oakland
1013115,Homicides,Community Trends,2020,,South Side Flats
1013116,Homicides,Community Trends,2021,,South Side Flats
1013117,Homicides,Community Trends,2022,,South Side Flats
1013118,Homicides,Community Trends,2023,,South Side Flats
1013119,Homicides,Community Trends,2024,,South Side Flats
1013120,Homicides,Community Trends,2025,,South Side Flats
1013121,Homicides,Community Trends,2020,,South Side Slopes
1013122,Homicides,Community Trends,2021,,South Side Slopes
1013123,Homicides,Community Trends,2022,,South Side Slopes
1013124,Homicides,Community Trends,2023,,South Side Slopes
1013125,Homicides,Community Trends,2024,,South Side Slopes
1013126,Homicides,Community Trends,2025,,South Side Slopes
1013127,Homicides,Community Trends,2020,,Spring Hill-City View
1013128,Homicides,Community Trends,2021,,Spring Hill-City View
1013129,Homicides,Community Trends,2022,,Spring Hill-City View
1013130,Homicides,Community Trends,2023,,Spring Hill-City View
1013131,Homicides,Community Trends,2024,,Spring Hill-City View
1013132,Homicides,Community Trends,2025,,Spring Hill-City View
1013133,Homicides,Community Trends,2020,,Squirrel Hill North
1013134,Homicides,Community Trends,2021,,Squirrel Hill North
1013135,Homicides,Community Trends,2022,,Squirrel Hill North
1013136,Homicides,Community Trends,2023,,Squirrel Hill North
1013137,Homicides,Community Trends,2024,,Squirrel Hill North
1013138,Homicides,Community Trends,2025,,Squirrel Hill North
1013139,Homicides,Community Trends,2020,,Squirrel Hill South
1013140,Homicides,Community Trends,2021,,Squirrel Hill South
1013141,Homicides,Community Trends,2022,,Squirrel Hill South
1013142,Homicides,Community Trends,2023,,Squirrel Hill South
1013143,Homicides,Community Trends,2024,,Squirrel Hill South
1013144,Homicides,Community Trends,2025,,Squirrel Hill South
1013145,Homicides,Community Trends,2020,,Stanton Heights
1013146,Homicides,Community Trends,2021,,Stanton Heights
1013147,Homicides,Community Trends,2022,,Stanton Heights
1013148,Homicides,Community Trends,2023,,Stanton Heights
1013149,Homicides,Community Trends,2024,,Stanton Heights
1013150,Homicides,Community Trends,2025,,Stanton Heights
1013151,Homicides,Community Trends,2020,,Strip District
1013152,Homicides,Community Trends,2021,,Strip District
1013153,Homicides,Community Trends,2022,,Strip District
1013154,Homicides,Community Trends,2023,,Strip District
1013155,Homicides,Community Trends,2024,,Strip District
1013156,Homicides,Community Trends,2025,,Strip District
1013157,Homicides,Community Trends,2020,,Swisshelm Park
1013158,Homicides,Community Trends,2021,,Swisshelm Park
1013159,Homicides,Community Trends,2022,,Swisshelm Park
1013160,Homicides,Community Trends,2023,,Swisshelm Park
1013161,Homicides,Community Trends,2024,,Swisshelm Park
1013162,Homicides,Community Trends,2025,,Swisshelm Park
1013163,Homicides,Community Trends,2020,,Terrace Village
1013164,Homicides,Community Trends,2021,,Terrace Village
1013165,Homicides,Community Trends,2022,,Terrace Village
1013166,Homicides,Community Trends,2023,,Terrace Village
1013167,Homicides,Community Trends,2024,,Terrace Village
1013168,Homicides,Community Trends,2025,,Terrace Village
1013169,Homicides,Community Trends,2020,,Troy Hill
1013170,Homicides,Community Trends,2021,,Troy Hill
1013171,Homicides,Community Trends,2022,,Troy Hill
1013172,Homicides,Community Trends,2023,,Troy Hill
1013173,Homicides,Community Trends,2024,,Troy Hill
1013174,Homicides,Community Trends,2025,,Troy Hill
1013175,Homicides,Community Trends,2020,,Upper Hill
1013176,Homicides,Community Trends,2021,,Upper Hill
1013177,Homicides,Community Trends,2022,,Upper Hill
1013178,Homicides,Community Trends,2023,,Upper Hill
1013179,Homicides,Community Trends,2024,,Upper Hill
1013180,Homicides,Community Trends,2025,,Upper Hill
1013181,Homicides,Community Trends,2020,,Upper Lawrenceville
1013182,Homicides,Community Trends,2021,,Upper Lawrenceville
1013183,Homicides,Community Trends,2022,,Upper Lawrenceville
1013184,Homicides,Community Trends,2023,,Upper Lawrenceville
1013185,Homicides,Community Trends,2024,,Upper Lawrenceville
1013186,Homicides,Community Trends,2025,,Upper Lawrenceville
1013187,Homicides,Community Trends,2020,,West End
1013188,Homicides,Community Trends,2021,,West End
1013189,Homicides,Community Trends,2022,,West End
1013190,Homicides,Community Trends,2023,,West End
1013191,Homicides,Community Trends,2024,,West End
1013192,Homicides,Community Trends,2025,,West End
1013193,Homicides,Community Trends,2020,,West Oakland
1013194,Homicides,Community Trends,2021,,West Oakland
1013195,Homicides,Community Trends,2022,,West Oakland
1013196,Homicides,Community Trends,2023,,West Oakland
1013197,Homicides,Community Trends,2024,,West Oakland
1013198,Homicides,Community Trends,2025,,West Oakland
1013199,Homicides,Community Trends,2020,,Westwood
1013200,Homicides,Community Trends,2021,,Westwood
1013201,Homicides,Community Trends,2022,,Westwood
1013202,Homicides,Community Trends,2023,,Westwood
1013203,Homicides,Community Trends,2024,,Westwood
1013204,Homicides,Community Trends,2025,,Westwood
1013205,Homicides,Community Trends,2020,,Windgap
1013206,Homicides,Community Trends,2021,,Windgap
1013207,Homicides,Community Trends,2022,,Windgap
1013208,Homicides,Community Trends,2023,,Windgap
1013209,Homicides,Community Trends,2024,,Windgap
1013210,Homicides,Community Trends,2025,,Windgap
1013211,Individuals Receiving Income Supports,Community Trends,2020,467,Allegheny Center
1013212,Individuals Receiving Income Supports,Community Trends,2021,489,Allegheny Center
1013213,Individuals Receiving Income Supports,Community Trends,2022,483,Allegheny Center
1013214,Individuals Receiving Income Supports,Community Trends,2023,478,Allegheny Center
1013215,Individuals Receiving Income Supports,Community Trends,2024,459,Allegheny Center
1013216,Individuals Receiving Income Supports,Community Trends,2025,421,Allegheny Center
1013217,Individuals Receiving Income Supports,Community Trends,2020,54,Allegheny West
1013218,Individuals Receiving Income Supports,Community Trends,2021,56,Allegheny West
1013219,Individuals Receiving Income Supports,Community Trends,2022,67,Allegheny West
1013220,Individuals Receiving Income Supports,Community Trends,2023,80,Allegheny West
1013221,Individuals Receiving Income Supports,Community Trends,2024,82,Allegheny West
1013222,Individuals Receiving Income Supports,Community Trends,2025,79,Allegheny West
1013223,Individuals Receiving Income Supports,Community Trends,2020,1510,Allentown
1013224,Individuals Receiving Income Supports,Community Trends,2021,1531,Allentown
1013225,Individuals Receiving Income Supports,Community Trends,2022,1544,Allentown
